text,label,is_synthetic,source_label,pipeline_id,sampler_id,source_index
این مدل قادر است تصاویر را با وضوح ۳۰۰، ۶۰۰ و ۹۰۰ DPI اسکن کند و به فرمت‌های PDF و JPG ذخیره کند، واقعاً فناوری فوق‌العاده‌ای است!,4,True,3,Pipeline,ExclusiveSampler[3],784
با قابلیت عکاسی پانوراما، حالا می‌توانید تصاویر با کیفیت ۲۸ مگاپیکسل ثبت کنید و لحظه‌ها را به شکلی شگفت‌انگیز و بی‌نظیر به تصویر بکشید!,4,True,2,Pipeline,ExclusiveSampler[2],619
"توي خريدش شک نکنيد 
ممنون ديجي کالا",3,False,,,,
در مورد کیفیت عکس های گرفته شده، دوربین این گوشی یکی از بدترین دوربین هایی است که تا به حال دیدم.,0,True,4,Pipeline,ExclusiveSampler[4],5
واقعا از کیفیت رنگ این چاپگر در طولانی مدت شگفت‌انگیز و بی‌نظیر است؛ هر بار استفاده از آن به من لذت می‌دهد و اطمینان دارم که بهترین انتخاب را داشته‌ام.,4,True,3,Pipeline,ExclusiveSampler[3],254
نویز،  کاسته شدن از غلظت رنگ‌ها و میزان جزئیات وقتی که از ایزو 400 به 1600 می‌روید باز هم افزایش می‌یابد تا اینکه عکس‌ها در ایزو 3200 و 6400 برای سایزهای بزرگ تقریبا قابل استفاده نیستند.,1,False,,,,
این منطقه واقعا یک نوع قفل منطقه‌اي است که باعث شده است کنسول و بازی‌هایش عملاً محدود به یک قاره یا منطقه شوند و هیچ چیز بهتر نمی‌شود.,0,True,2,Pipeline,ExclusiveSampler[2],396
همچنین، این دستگاه بی‌نظیر دارای مودهای داخلی HDR و Multiple Exposure است که برای عکاسی حرفه‌ای و خلاقانه بی‌نظیر است و تجربه‌ای لذت‌بخش را برای شما فراهم می‌آورد.,4,True,2,Pipeline,ExclusiveSampler[2],1442
این دومین مشکل مهمی بود که به شدت نادیده گرفته شد و هیچ فکری برای حل آن صورت نگرفت.,0,True,3,Pipeline,ExclusiveSampler[3],1139
مدل جديد 700 d کانن هم تازگيها به بازار اومده و تفاوت چنداني با اين مدل 650 d نداره فقط نسخه بروز شده همون 650 d هست به نظر من و با توجه به مقايسه اي که بين 650 و 60 d کانن کردم براي کساني که براي فيلمبرداري ميخوان به نظر گزينه بهتري مياد با توجه به پردازشگر digic 5,3,False,,,,
همه چیزهایش را چک کردم، ولی گرافیک و عملکرد بازی خیلی افتضاح است و مناسب نیست.,0,True,4,Pipeline,ExclusiveSampler[4],51
-----------------------------------------------------------------------1.طراحي:چي بگم ؟,2,False,,,,
به نظر می‌رسد Sony Xperia S نمونه ای ضعیف است و نسبت به رقبا عملکرد ضعیف‌تری دارد؛ دوربین ۱۲ مگاپیکسلی آن هم چندان قابل اعتماد نیست، زوایای دید پایین، رزولوشن صفحه کم، حافظه داخلی نا محدود و سرعت پایین دارد.,0,True,4,Pipeline,ExclusiveSampler[4],543
من یک گوشی گلکسی تب 2 مدل 3100 خریدم که واقعاً ناامیدکننده است.,1,True,2,Pipeline,ExclusiveSampler[2],145
این گوشی سخت‌افزارش در حد XPERIA Arc است، با این تفاوت که نمایشگر Arc کمی بزرگتر است و این ویژگی همیشه بهترین نتیجه را ندارد.,0,True,1,Pipeline,ExclusiveSampler[1],261
صفحه نمایش آن خیلی بی‌کیفیت است و اثر انگشت روی آن باقی می‌ماند؛ به شدت ناامیدکننده.,0,True,4,Pipeline,ExclusiveSampler[4],699
از این گوشی متنفرم، هیچ چیز خوب درباره‌اش نمی‌دانم. واقعاً از خریدش پشیمان هستم. طراحی آن اصلاً جذاب نیست و بسیار بی‌روح است.,0,True,3,Pipeline,ExclusiveSampler[3],832
پنل Super IPS + روي اين گوشي بر روي تبلت TF700T ايسوز هم وجود دارد.,2,False,,,,
گوشيه خوبيه با نرم افزار Antutu benchmark تست گرفتم امتياز 6100 داد تازه چيپست qualcomm msm8225 snapdragon رو تو سايت خود کوالکام پيدا کردم سي پي يو رو زده بود 1 تا 1.2 گيگاهرتز dual core cortex A5 و جي پي يو هم adreno 203 و اينکه رو جعبه اش هم زده بود دوهسته اي.,3,False,,,,
علاوه بر این، از قابلیت‌های چند لمسی مانند Pinch to Zoom پشتیبانی نمی‌کند و کاربر نمی‌تواند به راحتی بزرگنمایی کند.,0,True,3,Pipeline,ExclusiveSampler[3],1271
شاید استفاده‌ی روزمره‌ی آن چندان معنی دار نباشد،  ولی به هر صورت برای افرادی که مثلا به کوهنوردی می‌روند و قصد دارند مختصات دقیق خود یا مکان با نام خود را بدانند حتماً مناسب است.,3,False,,,,
در نهایت، پس از سال‌ها انتظار، اپل گوشی iPhone 5 خودش رو عرضه کرد که خیلی ناامیدکننده است!,1,True,2,Pipeline,ExclusiveSampler[2],494
واقعا ناامیدکننده و بی‌اهمیت.,0,True,4,Pipeline,ExclusiveSampler[4],411
از سايت خوب شما کمال تشکر را دارم,3,False,,,,
اين گوشي 2 مدل هستش  اينجا مشخصات تک سيم کارت هستش G330 اما گوشي هاي G330 d دو سيم کارت هستن من تاره خريدم فکر نميکردم 2 سيم کارت باشه,3,False,,,,
اگر نام ال‌جی پشت دستگاه نبود، قطعاً درباره خرید آن تردید نمی‌کردم، اما حالا باید با دقت بیشتری در خریدش فکر کنم، چون این تجربه ناامیدکننده بود.,0,True,1,Pipeline,ExclusiveSampler[1],350
يکي از جديدترين تبلت هاي سامسونگ مدل P3100 هست که با توجه به مشخصات و برند و شکل ظاهري،  يکي از بهترينها حساب ميشه.,4,False,,,,
از دیجی‌کالا بابت محیط دلنشین و حرفه‌ای که برای مشتریان عزیز فراهم کرده‌اند، صمیمانه قدردانی می‌کنم؛ این اقدامی است که واقعاً ارزش قدردانی دارد.,3,True,2,Pipeline,ExclusiveSampler[2],716
من که راضي ام.,3,False,,,,
کیبورد و تاچ پد این لپ‌تاپ عریض، واقعاً آزاردهنده است، طراحی که استفاده از اون رو بسیار مشکل و ناخوشایند می‌کنه.,0,True,3,Pipeline,ExclusiveSampler[3],773
در Galaxy S II برنامه‌ای وجود دارد که از طریق آن می‌توانید غلظت رنگ نمایشگر را به صورت دلخواه تنظیم کنید.,3,False,,,,
اما مدل‌های ارزان‌تری نیز با پردازنده های دو هسته ای ضعیف‌تر و کم مصرف‌تر Intel Pentium و Intel Celeron وجود دارند.,2,False,,,,
در مورد تماس‌های تلفنی، ساعت‌هایی با سیستم اندروید عرضه شده که یکی از نمونه‌هاش توسط سونی ارائه شده، و با اون می‌تونید بدون خارج کردن تبلت از کیف، پیام‌ها رو ببینید، شماره بگیرید، موسیقی رو کنترل کنید و خیلی امکانات دیگه!,4,True,2,Pipeline,ExclusiveSampler[2],41
اصلا خرید این دوربین رو توصیه نمی‌کنم، چون ساخت ژاپن نیست، بدنه‌اش بی‌کیفیت است، باتری‌اش خیلی ضعیفه، و قیمتش هم بی‌ارزشه.,0,True,4,Pipeline,ExclusiveSampler[4],46
این گوشی به طور قابل توجهی عملکرد ضعیفی دارد و در اتصال به شبکه‌های مختلف مشکل دارد، که باعث نارضایتی کامل ما شده است.,1,True,3,Pipeline,ExclusiveSampler[3],728
زاویه دید هم،  همانند سایر صفحات نمایشی که از پنل TN استفاده می کنند،  در حالت افقی قابل قبول بوده ولی در حالت عمودی بسیار محدود می باشد.,0,False,,,,
من خودم ترجيح مي دم يه تبلت خوب بگيرم و از طريق واي فاي با گوشيم سينکش کنم .,1,False,,,,
• طراحی و ساخت نوکیا Asha 302 با ابعاد 58×115 میلی متر و وزن 106 گرم،  جزو گوشی‌های خوش دست با کاربری آسان برای کاربران قرار دارد.,3,False,,,,
فکرکنم با JB هم که براش مياد بيشتر هم بشه,2,False,,,,
با اینکه گرافیک این دستگاه قدرتمند نیست، اما برای کارهای روزمره بی‌نهایت عالی است و رضایت کامل را برای کاربران فراهم می‌کند؛ واقعاً یک گوشی بی‌نظیر و عالی است.,4,True,3,Pipeline,ExclusiveSampler[3],1223
گوشي خوبي به نظر ميرسه قيافشم من مپسندم.,3,False,,,,
GPS کار نمی‌کند و نمی‌تواند اطلاعات مکانی عکس‌ها، مانند عرض و طول جغرافیایی و نام مکان، را ثبت کند، و به همین دلیل بعداً در بالا بردن تصاویر در Google Earth و Google Maps مشکل خواهید داشت.,0,True,3,Pipeline,ExclusiveSampler[3],86
باتری این گوشی به هیچ عنوان چندان قابل اعتماد نیست و خیلی زود تمام می‌شود.,1,True,3,Pipeline,ExclusiveSampler[3],649
بسيار ازش راضيم.,4,False,,,,
شما می‌توانید با نصب یک برنامه مشکل را برطرف کنید، اما این مشکل ربطی به فوجیستو یا این دستگاه ندارد و نشان از ضعف آن است.,0,True,3,Pipeline,ExclusiveSampler[3],1010
واقعا شرم‌آور است که بازی‌ها تنها بر روی کنسول‌های منطقه‌ای اجرا می‌شوند، این سیاست‌های ناعادلانه و مشکل‌ساز است.,0,True,2,Pipeline,ExclusiveSampler[2],922
به نظر من، سونی آینده‌ای تاریک و ناامیدکننده در ساخت گوشی دارد.,0,True,3,Pipeline,ExclusiveSampler[3],1100
باور کنيد هم از لحاظ شکل و شمايلش هم از لحاظ سرعتش.,2,False,,,,
تاچش کيفيت خيلي خوبي داره و منوهاش هم خيلي روون و شکيله،  چند تا بازي و برنامه ريختم روش بدون هيچ مشکلي اجراشون کرد.,4,False,,,,
"راستش من يه 42 اش رو دارم ازش راضي‌ام
اما به قول دوستمون مصرفش بالاست يه کم
و صد البته گرماي روي سطح تلويزيون و پشتش هم زياده بطوريکه در ايام تابستان اگه کولر نباشه و زمستان که بخاري روشنه اين گرما زياد احساس ميشه
ولي کيفيت تصويرش به نظر من خيلي خوبه",3,False,,,,
بر روی بدنه یک پورت USB 2.0 برای اتصال به رایانه به منظور انتقال فایل ها و شارژ باتری ،  خروجی HDMI برای اتصال به تلوزیون های دیجیتال و جک 2.5 میلی متری صدا دیده می شود.,2,False,,,,
چرا نباید S2 رو بخریم و باید اینو جایگزین کنیم؟,1,True,2,Pipeline,ExclusiveSampler[2],788
تمام مشکلاتي که گفتم رو از ذهن خودتون پاک کنيد و با يک دستگاه اسمارت واقعي کار کنيد و لذت ببريد.,3,False,,,,
از نظر باتری، نسبت به سایر هم‌رده‌هایش خیلی ضعیف است.,1,True,3,Pipeline,ExclusiveSampler[3],674
متاسفانه دکمه‌ی Delete برای پاک کردن عکس‌های گرفته شده بر روی بدنه دیده نمی‌شود و باید از طریق منوها این کار را انجام داد که برای پاک کردن هر عکس از روی کارت حافظه دست کم به 6 کلیک نیاز است.,1,False,,,,
این گوشی ظاهرونه‌اید به نظر نمی‌رسد، و من از خرید آن هرگز ناامید نمی‌شوم، چون واقعاً بدترین محصول بازار است و ارزش هیچ نوع انتظاری ندارد.,0,True,3,Pipeline,ExclusiveSampler[3],867
دوربین دوربین 8 مگاپیکسلی این گوشی قادر است عکس‌هایی با رزولوشن 3264×2448 را ثبت نماید و همچنین می‌تواند با کیفیت 480p و با سرعت 30 فریم بر ثانیه فیلم برداری کند.,2,False,,,,
فکر کنم اپل با اين گوشي از گردونه رقابت با سامسونگ و سوني و نوکيا عقب بيافته.,1,False,,,,
در کل، باید گفت که این دوربین‌های فیلم برداری CX190، CX200 و CX210 کیفیتشان واقعاً خیلی پایین است و ارزش خرید ندارند.,1,True,3,Pipeline,ExclusiveSampler[3],527
در کل سخت افزار مشابه نکسوس 4,2,False,,,,
از نظر کیفیت عکس های گرفته شده، دوربین این گوشی یکی از بهترین دوربین‌هایی است که بر روی گوشی های تلفن همراه مشاهده کرده ایم.,4,False,,,,
واقعا امیدوارم این دستگاه صفحه‌نمایش فول اچ دی داشت، اما متأسفانه این ویژگی را ندارد.,0,True,1,Pipeline,ExclusiveSampler[1],77
در حد عاليه,3,False,,,,
همانطور که گفتیم، اگر صحنه پرجزئیات باشد و دوربین را مدام تکان دهید، تفکیک تصویر بسیار سخت و ناامیدکننده می‌شود، واقعاً تجربه‌ای فاجعه‌آمیز است.,0,True,1,Pipeline,ExclusiveSampler[1],116
بعد از شش ماه کار کردن با این مدل، باید بگم که واقعاً حرفی ندارید و ناراضی هستم.,1,True,4,Pipeline,ExclusiveSampler[4],701
این هم از نظر ظاهر و طراحی و هم از نظر سخت‌افزار کیفیت بسیار پایینی دارد.,0,True,2,Pipeline,ExclusiveSampler[2],306
کپی این دستگاه با داشتن پرینتر و اسکنر،  دارای امکان دیگری نیز هست و آن قابلیت کپی گرفتن است.,2,False,,,,
دوربينش خوب نيست، ميشه گفت از دوربين 5 نوکيا هم ضعيفتره،  تنظيمات gprs اين گوشي هم در سايت همراه اول نيست.,1,False,,,,
این کیبورد علاوه بر تایپ کردن سریع،  به کاربران این امکان را می‌دهد که به یک سری از قابلیت‌های دستگاه مانند بلوتوث و Wi-Fi نیز به سرعت دسترسی پیدا کنند.,3,False,,,,
بازه ای که در آن نوت‌بوک های فوق‌العاده ای مانند سونی سری EH قرار دارند.,2,False,,,,
اپل تمام تلاش خود را کرد تا iPod Touch را تنگ‌تر و سنگین‌تر کند، و در این کار نیز بدون موفقیت ماند و نتیجه آن بسیار ناامیدکننده است.,0,True,4,Pipeline,ExclusiveSampler[4],367
سامسونگ در ساخت این تبلت بی‌توجه نبوده است، اما واقعاً بهتر بود که روی بدنه آن بیشتر کار می‌کردند؛ با خرید این تبلت، خودتان را از هر ابزار دیگری بی‌نیاز فرض کنید، اما واقعاً این دستگاه افتضاح است.,0,True,3,Pipeline,ExclusiveSampler[3],987
Sense 4.0 نسبت به نسخه های پیشین بسیار ساده تر ولی در عین حال کاربردی‌تر شده است.,3,False,,,,
چرا طرحشو تغيير نميده؟,2,False,,,,
با اين قيمت واقعا مناسبه ممنون از ديجي کالا به خاطر پيشنهاد اين لپ تاپ,3,False,,,,
این سیستم فوکوس داخلی دارد، اما در عمل هنگام فوکوس تغییراتی قابل توجه در طول اتفاق نمی‌افتد و در ضمن، در فوکوس خودکار بسیار آهسته و پر سر و صدا است، که خواسته‌های فیلم‌برداری با سنسورهای فوکوس خودکار در نظر گرفته شده را برآورده نمی‌کند.,1,True,4,Pipeline,ExclusiveSampler[4],657
اي کاش نوکيا از اندرويد استفاده ميکرد و اين سقوط بزرگ را تجربه نميکرد.,1,False,,,,
بله، این مدل دارد! رابط کاربری آن بسیار ساده و کاربرپسند است، تجربه‌ای لذت‌بخش را برایتان فراهم می‌کند.,4,True,2,Pipeline,ExclusiveSampler[2],599
درآينده نزديک هم احتمال اينکه آپديت نرم افزاري براش بياد تا عکاسي  با فرمت RAW هم بتونه بگيره زياده.,2,False,,,,
اصلاً هم معمولی نبود، حتی خیلی داغ می‌کرد و واقعاً از عملکردش ناامید شدم!,0,True,1,Pipeline,ExclusiveSampler[1],186
آرزو می‌کردیم که کیفیت این لنزها بهتر باشد، چون تعداد زیادی از عناصر اپتیکی در زوم آن باعث مشکلات جدی و کاهش نور ورودی می‌شوند؛ واقعاً ناامیدکننده است.,1,True,2,Pipeline,ExclusiveSampler[2],876
در طراحی، کلید سخت‌افزاری Home به شکل نیم‌دایره پایین گوشی قرار دارد و کار با آن بسیار آسان‌تر از کلیدهای سبک در گوشی‌های قبلی سونی اریکسون است، این نشان می‌دهد که طراحی این گوشی واقعاً خلاقانه و کاربرپسند است.,4,True,3,Pipeline,ExclusiveSampler[3],685
"اين گوشي عاليه فقط منتظريم بياد
",4,False,,,,
به هر صورت معمولا چیزی که بیشتر کاربران از پرینتری پر کار در این سطح قیمت برای خانه و یا دفتر کار انتظار دارند،  تولید پرینت های با کیفیت بالا،  با سرعت زیاد و البته هزینه‌ی نگهداری پایین است.,4,False,,,,
با هر مرتبه شارژ باتری قادر خواهید بود تا بیش از 10 ساعت به صورت ممتد با آن مکالمه انجام دهید.,3,False,,,,
پردازنده‌ای که گفته می‌شود دو برابر سریع‌تر از آیفون 4S است، نشانگر پیشرفت‌های قابل توجهی است اما نیاز به بررسی دقیق‌تر دارد.,3,True,4,Pipeline,ExclusiveSampler[4],179
این قابلیت که عملکردی بسیار قابل ستایش دارد بدین صورت است که می‌توانید صفحه نمایش را به 2 تکه تقسیم نمایید و از هر تکه جهت اجرای یک برنامه استفاده کنید.,3,False,,,,
سلام، من پنج ماه است که این گوشی را دارم و واقعاً عملکرد آن فوق‌العاده است. سرعت گوشی در حد عالی است و دکمه‌های سخت‌افزاری آن به طور قابل توجهی تجربه کاربری را بهتر کرده است. دوربینش نیز بسیار خوب است و بازی‌هایی مانند DEAD TRIGGER، DONS 2 و REAL RACING 2 را بدون مشکل اجرا می‌کند، حتی بازی‌های HD دیگر را نیز به راحتی اجرا می‌نماید. واقعاً از خرید این گوشی راضی‌ام.,4,True,3,Pipeline,ExclusiveSampler[3],190
دقت این صفحه نمایش 1280×720 یا به عبارتی HD می‌باشد.,2,False,,,,
صداي مکالمه و اسپيکر هم عاليه.,4,False,,,,
با اینکه لومیا ۹۲۰ بهتر است، اما این گوشی هم عملکرد مناسبی دارد.,1,True,0,Pipeline,ExclusiveSampler[0],8
با سلام  من تجربه استفاده از خيلي گوشي هاي سوني اريکسون و سوني رو تا به الان داشتم و اين گوشي رو به تازگي خريدم و به جرات ميگم بهترين گوشي SONY تا به الان اين گوشي هست.,4,False,,,,
صفحه نمایش Xperia V یک صفحه نمایش لمسی خازنی 4.3 اینچی دارد که حتی نسبت به مدل تی کوچک‌تر کیفیت قابل قبولی ندارد و ناامیدکننده است.,1,True,2,Pipeline,ExclusiveSampler[2],1148
در نگاه نخست، قالب‌بندی SX230 HS بسیار جذاب و مدرن است و طراحی آن به طور چشمگیری با مدل قبلی، SX210 IS، تفاوتی ندارد، بلکه نشان از تداوم کیفیت و ظرافت در طراحی این سری است که کاملاً رضایت‌بخش است.,4,True,2,Pipeline,ExclusiveSampler[2],526
قضاوت با شما,2,False,,,,
از نظر عکاسي و فيلمبرداري عاليه.,3,False,,,,
پلی استیشن‌2 یک سیستم سرگرمی بی‌نظیر است که تفاوت‌های زیادی با پی‌سی دارد، از جمله وزن سبک، اندازه کوچک و قیمت بسیار عالی که هر گیمری را مجذوب می‌کند!,4,True,3,Pipeline,ExclusiveSampler[3],454
من خودم اصلاً راضی نیستم از این محصول؛ داشتم و پلی استیشن ۳ را هم تجربه کردم، اما واقعا تفاوتی نمی‌بینم و حتی در بعضی موارد، از آن برتری دارد. بازی‌ها از نظر گرافیکی تفاوتی با هم ندارند؛ کافی است کابل HDMI وصل کنید و بازی کنید. امکانات سخت‌افزاری پایین‌تری دارد و بازی‌های موجود در بازارش کم‌تر و گران‌تر هستند. اگر می‌خواهید یکی از این کنسول‌ها را خریداری کنید، بهتر است ایکس‌باکس باشد، البته فقط از جایی معتبر بخرید، مثلا دیجی‌کالا مطمئن است. در نهایت، هر دو کنسول باید به‌روزرسانی‌های نرم‌افزاری دریافت کنند تا بتوانید از بازی‌های جدید بهره‌مند شوید، چون بازی‌های جدید با گرافیک بالاتر عرضه می‌شوند. در کل، ایکس‌باکس گزینه بهتری است.,0,True,3,Pipeline,ExclusiveSampler[3],711
إز هر لحاظ عالي,3,False,,,,
در کل در طراحی مدل جدید سامسونگ،  شباهت‌های بسیاری را با دیگر تبلت های ساخت این کمپانی مشاهده می‌نماییم.,2,False,,,,
کيفيت صدا:کيفيت صدا ي هر دو عاليه ولي TF700T به نظر من مقداري صدايش بلند تر است ولي اصلا محسوس نيست و اختلاف خيلي کمه ولي کيفيت صدا در ايپد کمي بهتره.,1,False,,,,
واقعاً تفاوت تمام نشدنی است، فقط اونایی که با دیوایس‌های دیگه اپل کار کردن، متوجه تفاوت می‌شن، والا خیلی زوده.,0,True,2,Pipeline,ExclusiveSampler[2],595
از دیگر راه های ارتباطی این گوشی،  می‌توان به قابلیت DLNA اشاره نمود.,3,False,,,,
حالا خودتون قضاوت کنيد .,2,False,,,,
دوربین HTC بر روی 8X از یک دوربین 8 مگاپیکسلی همراه با سنسور BSI استفاده نموده است.,2,False,,,,
دوربين و..,2,False,,,,
در حقیقت باید گفت که دوربین VivoTab واقعاً یکی از ضعیف‌ترین دوربین‌های موجود بر روی تبلت‌ها است.,1,True,3,Pipeline,ExclusiveSampler[3],543
سنسور پشت لنز در محل نامناسب و کیفیت پایین، باعث صرفه‌جویی کم و ناکارآمدی است.,1,True,2,Pipeline,ExclusiveSampler[2],249
"عاليه
ديجي کالا کارت حرف نداره",4,False,,,,
در نهایت،  با توجه به سیستم عامل بروز این گوشی و قدرت مناسب سخت افزاری،  می‌توانید از هزاران برنامه کاربردی موجود برای اندروید استفاده نمایید.,3,False,,,,
همانند سایر محصولات اپل؛ هیچ شکی در کیفیت ساخت و سخت افزار این محصول وجود ندارد.,3,False,,,,
واقعاً از این گوشی متنفرم، اصلاً رضایت ندارم.,1,True,3,Pipeline,ExclusiveSampler[3],425
ضمناً يک رم Micro SD دو گيگ هم همراه خود گوشي بود.,3,False,,,,
سلام، واقعاً از خدمات و سایت DigiKala ناراضی‌ام و نمی‌خواهم هیچ چیز از آن‌ها خریداری کنم.,0,True,4,Pipeline,ExclusiveSampler[4],321
کابل سیم‌دار این دسته به طول ۲٫۴۷ متر است تا کاربران بتوانند با راحتی کامل و در فاصله مناسب از تلویزیون، به بازی مورد علاقه‌شان بپردازند؛ تجربه‌ای لذت‌بخش و بی‌نظیر است.,4,True,3,Pipeline,ExclusiveSampler[3],613
انرژی این دوربین از باتری لیتیوم-یونی EN-EL5 تامین می‌شود که در هر بار شارژ کامل توانایی شارژ دهی برای گرفتن تا 200 عکس را به دوربین دارد.,3,False,,,,
این گوشی قابلیت پشتیبانی ازGPRS و Edge را داراست که به کاربر امکان مرورگری اینترنت را نیز می‌دهد.,2,False,,,,
واسط کاربري زيبا .,3,False,,,,
روی این دستگاه تا حدودی شلوغ بوده و تعداد زیادی کلید وجود دارد.,1,False,,,,
ویژگی Partial Delete بسیار بی‌فایده است چون اجازه می‌دهد قسمتی از ویدیو رو به صورت فایل جداگانه نگه داریم، اما اصلاً کاربردی و مفید نیست.,0,True,2,Pipeline,ExclusiveSampler[2],1343
در پایین کیبورد، تاچ پد بزرگ دستگاه قرار دارد که از کیفیت و حساسیت بسیار بالایی برخوردار است.,4,False,,,,
تنظیمات دستی این دوربین بسیار کم‌کیفیت است و امکاناتی از قبیل فوکوس و سطح نوردهی و سرعت شاتر و تعادل رنگ سفید آن کاملاً بی‌فایده و بی‌کیفیت هستند، و دسترسی سریع به قابلیت‌ها هم تقریباً غیرممکن است.,1,True,3,Pipeline,ExclusiveSampler[3],1192
این گوشی فوق‌العاده بد است! خیلی دست‌وپاگیر است، ظاهرش زشت است، و اصلاً حس خوبی به من نمی‌دهد، فقط پولم هدر رفته. سرعتش در لود برنامه‌ها هم خیلی پایینه، و صفحه‌نمایش که اصلاً جذاب نیست و زاویه دیدش خیلی محدود است.,0,True,4,Pipeline,ExclusiveSampler[4],566
من نزديک به يک سال هستش که اين گوشي رو دارم واقعا راضي هستم ازش همه امکاناتش عاليه فقط تنها مشکلش اينه که وقتي گرما بهش بخوره بازخورد داره لمسش و قاطي ميکنه که البته اينم با يه روت و نرم افزار حل ميشه در کل به نظر من هرکسي که با کوچک بودن صفحه مشکل نداره اين گوشي براش بهترين گزينست,3,False,,,,
اما اگر شهر بزرگی را جستجو نمایید،  نقشه 3 بعدی آن شما را بسیار هیجان زده خواهد کرد.,3,False,,,,
به جز این موارد،  تغییر محسوس دیگری بین اندروید 4.1 و 4.2 وجود ندارد.,2,False,,,,
درون این گوشی باتری 1110 میلی‌آمپری قرار دارد که اصلاً توانایی شارژدهی خوبی ندارد و به سختی جواب می‌دهد؛ امکان دارد تنها چند ساعت مکالمه یا استراحت داشته باشد.,1,True,3,Pipeline,ExclusiveSampler[3],399
"سلام به همه ي دوستان 
به نظر من اين دوربين ميتونه واسه ي کسايي که ميخوان شروع به عکاسي کنه يه دوربين ايده‌آلي باشه
من خودم به تازگي اين دوربينو گرفتم و کاملاً ازش راضيم البته نسبت به قيمتش",3,False,,,,
اگر چه امکانات نرم‌افزاری SIII و نوت 2 در این گوشی وجود دارد، اما نسبت به قیمتش، عملکرد آن چندان رضایت‌بخش نیست و امکانات قابل توجهی ارائه نمی‌دهد.,1,True,4,Pipeline,ExclusiveSampler[4],732
به علاوه این تبلت به طور پیش فرض از سیستم عامل اندروید 4.0 استفاده می‌کند که بسیار روان‌تر و بهینه تر از نسخه های پیشین است.,4,False,,,,
دوستان متأسفانه در باتری‌های لیتیومی، تعداد سلول‌ها اهمیت ندارد و من با لپ‌تاپ‌های زیادی کار کرده‌ام که تعداد سلول‌هایشان بیش از ۶ بود، اما Z500 عمر شارژدهی بهتری داشت. این عدم تقارن ناامیدکننده است. نکته منفی این است که برای کارهای سنگینی مانند نصب برنامه، بازی یا تماشای فیلم، بهتر است از باتری استفاده نکنیم.,0,True,3,Pipeline,ExclusiveSampler[3],240
تماشای فیلم از طریق USBبا قابلیت ConnectShare Movie کافی است که درایو حافظه USB خود را به تلویزیون وصل کرده و فوراً از فیلم ها،  عکس ها یا آهنگ های دلخواه خود لذت ببرید.,2,False,,,,
دوستان مشکل داغ کردن با آپديت حل ميشه,3,False,,,,
همچنین می توانید با استفاده از Touch To Focus بر روی هر سوژه ای که خواستید تنها با یک لمس عمل فوکوس را انجام دهید.,3,False,,,,
دوربین‌هایی با اشکال،  ابعاد و توانایی‌های مختلف که همگی برای یک هدف،  و آن هم عکاسی هرچه آسان‌تر و سریع‌تر ساخته شده‌اند.,3,False,,,,
کيبورد Retina MacBook Pro واقعاً فوق‌العاده است و عملکرد بسيار خوبي داره، واقعاً از اين محصول راضي‌ام!,4,True,2,Pipeline,ExclusiveSampler[2],664
این گوشی سریع‌ترین در جهان نیست و در مقایسه با رقبا عملکرد آن قابل اعتماد نیست.,1,True,4,Pipeline,ExclusiveSampler[4],546
کابل يو اس بي کابل شارژ کوچک انتخاب شده و مثل گوشيهاي سوني و .,2,False,,,,
با توجه به اینکه سیستم عامل Android 2.3 و رابط کاربری Timescape سونی اریکسون، اینترفیس Xperia Pro بسیار شباهت عجیب و ناخوشایندی به Xperia Neo و Xperia Play دارد، نشانگر ضعف و تکرار ملال‌آور است!,0,True,2,Pipeline,ExclusiveSampler[2],33
سلام به همه تیم دیجی‌کالا، واقعاً از تلاش‌های بی‌نظیر و خدمات عالی شما قدردانی می‌کنم، واقعاً کارتان فوق‌العاده است.,4,True,2,Pipeline,ExclusiveSampler[2],329
ظاهرش خیلی نا جذاب و بد است، با رنگ مشکی هم بیشتر زشت شده است.,0,True,4,Pipeline,ExclusiveSampler[4],172
بالطبع اگر گوشی در حالت آماده باش قرار گیرد،  برای بیش از 550 ساعت بی نیاز از شارژ مجدد روشن می‌ماند.,3,False,,,,
دوستان دقت کنيد اين گوشي دو نوع پنل ال سي دي داره يکي تاچ فريمور b و ديگري c کيفيت،  زاويه ديد،  و عمق رنگها تو اين دومدل خيلي باهم فرق ميکنه و مدل b کاملا بهتره درحالي که قيمت هردو يکي هست،  پس هنگام خريد حتما چک کنيد راه چک کردن:  *#*#7378423#*#* بعد: service info \ software info  حالا عبارت مقابل touch firmware version رو چک کنيد تا b باشه,2,False,,,,
البته که 100D کاملا از M بزرگتر است ولی نسبت به آن ارگونومی بهتری دارد.,3,False,,,,
در این گوشی، فقط چند نکته منفی وجود دارد که نشان می‌دهد ساخت آن کاملاً بی‌کیفیت و ناامیدکننده است؛ شاید دیگران بهتر بتوانند این مشکل‌ها را درک کنند.,0,True,2,Pipeline,ExclusiveSampler[2],957
به نظر من حتي به galaxy s2 هم نميرسه!,1,False,,,,
"من امروز گوشي دستم رسيد فوري اپديتش کردم خيلي با حاله
",3,False,,,,
برای مثال گوشی Optimus 4X HD صفحه نمایش بزرگ‌تر و با کیفیت‌تری دارد ولی دوربین آن به خوبی Xperia TX نمی‌باشد.,2,False,,,,
